XMEAS(1),XMEAS(2),XMEAS(3),XMEAS(4),XMEAS(5),XMEAS(6),XMEAS(7),XMEAS(8),XMEAS(9),XMEAS(10),XMEAS(11),XMEAS(12),XMEAS(13),XMEAS(14),XMEAS(15),XMEAS(16),XMEAS(17),XMEAS(18),XMEAS(19),XMEAS(20),XMEAS(21),XMEAS(22),XMEAS(23),XMEAS(24),XMEAS(25),XMEAS(26),XMEAS(27),XMEAS(28),XMEAS(29),XMEAS(30),XMEAS(31),XMEAS(32),XMEAS(33),XMEAS(34),XMEAS(35),XMEAS(36),XMEAS(37),XMEAS(38),XMEAS(39),XMEAS(40),XMEAS(41),XMV(1),XMV(2),XMV(3),XMV(4),XMV(5),XMV(6),XMV(7),XMV(8),XMV(9),XMV(10),XMV(11),label
0.24,3670.00,4530.00,9.37,26.80,42.50,2710.00,74.60,120.00,0.34,80.10,49.40,2640.00,25.50,50.00,3110.00,23.20,65.70,230.00,343.00,94.40,77.20,32.20,8.72,26.40,6.89,18.40,1.63,32.80,13.90,24.30,1.32,18.30,2.26,4.77,2.29,0.00,0.81,0.09,53.10,44.70,63.70,54.10,23.50,61.40,22.50,40.30,36.40,46.60,46.70,40.90,17.50,0.00
0.24,3680.00,4510.00,9.26,26.90,42.10,2710.00,74.80,120.00,0.34,79.90,50.20,2640.00,25.20,50.50,3100.00,23.70,65.70,227.00,343.00,94.60,77.00,32.20,8.72,26.40,6.89,18.40,1.63,32.80,13.90,24.30,1.32,18.30,2.26,4.77,2.29,0.00,0.81,0.09,53.10,44.70,63.40,54.30,23.20,62.80,22.70,40.40,38.70,47.60,46.60,41.30,16.40,0.00
0.24,3710.00,4540.00,9.36,27.10,42.10,2710.00,75.30,120.00,0.35,79.90,49.70,2640.00,25.70,49.20,3100.00,23.30,65.60,225.00,342.00,94.50,77.20,32.40,8.73,26.60,6.93,18.40,1.65,33.00,13.90,24.50,1.19,18.10,2.26,4.89,2.34,0.00,0.81,0.09,53.10,44.70,62.50,54.50,23.80,60.80,22.40,41.40,37.30,44.70,46.50,40.60,17.40,0.00
0.24,3680.00,4560.00,9.19,27.10,42.30,2710.00,75.60,120.00,0.35,80.10,48.50,2640.00,24.90,48.70,3100.00,22.90,65.60,226.00,343.00,94.70,77.60,32.40,8.73,26.60,6.93,18.40,1.65,33.00,13.90,24.50,1.19,18.10,2.26,4.89,2.34,0.03,0.81,0.11,53.40,44.20,62.90,54.30,23.70,61.20,23.10,41.00,33.70,43.40,46.00,41.60,18.30,0.00
0.22,3640.00,4580.00,9.30,26.30,42.70,2710.00,74.70,120.00,0.35,80.20,49.30,2640.00,24.80,50.10,3100.00,23.00,65.60,224.00,343.00,94.50,77.20,32.40,8.74,26.20,6.95,18.50,1.66,33.10,13.80,24.30,1.23,18.40,2.19,4.83,2.23,0.03,0.81,0.11,53.40,44.20,63.30,54.00,21.90,60.80,22.40,41.40,36.00,46.70,45.90,41.00,18.00,0.00
0.22,3660.00,4540.00,9.22,26.70,42.50,2710.00,74.90,120.00,0.35,80.00,49.90,2640.00,25.30,50.10,3100.00,23.30,65.60,223.00,342.00,94.70,76.90,32.40,8.74,26.20,6.95,18.50,1.66,33.10,13.80,24.30,1.23,18.40,2.19,4.83,2.23,0.03,0.81,0.11,53.40,44.20,62.90,54.50,22.10,62.70,22.50,41.70,37.80,46.80,45.60,40.70,17.40,0.00
0.22,3690.00,4510.00,9.35,26.80,42.10,2700.00,75.00,120.00,0.34,79.80,48.80,2630.00,23.00,48.90,3100.00,22.00,65.50,220.00,342.00,94.80,76.90,32.20,8.80,26.20,6.74,18.50,1.67,32.90,13.70,23.90,1.43,18.60,2.25,4.85,2.28,0.03,0.81,0.11,53.40,44.20,62.30,54.70,21.60,60.60,22.20,39.40,34.70,44.00,45.50,41.10,20.40,0.00
0.22,3650.00,4550.00,9.44,27.00,42.50,2700.00,74.30,120.00,0.33,79.80,51.70,2630.00,25.90,49.70,3100.00,23.40,65.40,221.00,341.00,94.70,77.40,32.20,8.80,26.20,6.74,18.50,1.67,32.90,13.70,23.90,1.43,18.60,2.25,4.85,2.28,0.03,0.81,0.11,53.40,44.20,62.90,54.20,21.60,61.80,22.50,39.90,43.10,45.80,45.10,40.30,17.20,0.00
0.24,3720.00,4510.00,9.27,27.20,42.30,2710.00,76.40,120.00,0.33,80.10,49.90,2640.00,26.70,51.50,3100.00,23.40,65.40,222.00,342.00,94.60,77.40,32.00,8.87,26.70,7.01,18.40,1.66,32.70,13.80,24.60,1.06,18.10,2.23,4.82,2.29,0.01,0.82,0.09,54.20,43.60,63.70,54.60,23.20,60.60,22.40,39.30,37.90,50.00,44.70,41.90,17.10,0.00
0.23,3670.00,4540.00,9.46,26.90,42.30,2710.00,75.20,120.00,0.33,80.20,48.80,2640.00,24.90,49.00,3110.00,23.30,65.40,218.00,341.00,94.40,77.40,32.00,8.87,26.70,7.01,18.40,1.66,32.70,13.80,24.60,1.06,18.10,2.23,4.82,2.29,0.01,0.82,0.09,54.20,43.60,64.40,54.30,23.40,61.00,22.20,39.40,34.50,44.20,44.70,41.10,17.30,0.00
0.26,3610.00,4590.00,9.27,27.10,42.30,2710.00,75.30,120.00,0.34,80.20,48.80,2640.00,25.10,49.70,3100.00,23.20,65.40,218.00,341.00,94.60,77.20,32.30,8.72,26.80,6.91,19.10,1.63,32.70,13.70,24.50,1.50,18.70,2.24,4.93,2.36,0.01,0.82,0.09,54.20,43.60,63.00,54.10,25.60,61.00,22.20,40.50,34.60,45.80,44.30,41.00,17.50,0.00
0.26,3670.00,4540.00,9.49,26.60,42.50,2710.00,75.40,120.00,0.34,80.20,50.60,2630.00,25.10,50.20,3100.00,23.90,65.40,218.00,341.00,94.70,77.40,32.30,8.72,26.80,6.91,19.10,1.63,32.70,13.70,24.50,1.50,18.70,2.24,4.93,2.36,0.01,0.82,0.09,54.20,43.60,62.10,54.70,25.50,62.00,21.90,40.20,39.90,47.10,44.00,40.80,15.70,0.00
0.23,3670.00,4490.00,9.43,26.80,42.40,2710.00,74.80,120.00,0.32,80.20,51.80,2630.00,26.40,50.10,3100.00,22.70,65.40,217.00,341.00,94.60,77.10,32.30,8.86,26.10,6.93,19.00,1.67,32.70,13.70,24.10,1.09,18.50,2.25,4.92,2.26,0.01,0.82,0.09,54.20,43.60,62.80,53.60,22.90,60.40,22.00,38.80,43.50,46.80,43.70,41.90,18.70,0.00
0.23,3680.00,4520.00,9.31,26.70,42.50,2700.00,75.20,120.00,0.33,79.90,51.60,2630.00,26.20,48.40,3100.00,22.90,65.30,215.00,341.00,94.70,76.80,32.30,8.86,26.10,6.93,19.00,1.67,32.70,13.70,24.10,1.09,18.50,2.25,4.92,2.26,0.01,0.82,0.12,54.00,43.50,62.70,53.20,22.70,60.70,21.80,38.10,42.70,42.90,43.80,40.90,18.30,0.00
0.23,3620.00,4530.00,9.31,26.90,42.00,2700.00,75.40,120.00,0.33,79.90,51.00,2630.00,24.90,49.10,3100.00,22.00,65.20,215.00,341.00,94.70,77.10,31.80,8.69,26.30,6.87,19.10,1.62,32.40,14.00,24.10,1.37,18.70,2.24,4.86,2.34,0.01,0.82,0.12,54.00,43.50,63.50,53.40,22.80,60.30,22.50,38.40,41.00,44.40,43.70,40.70,20.40,0.00
0.23,3690.00,4480.00,9.34,26.90,42.40,2700.00,75.90,120.00,0.32,79.90,47.60,2630.00,24.40,49.70,3100.00,23.80,65.10,215.00,341.00,94.80,77.30,31.80,8.69,26.30,6.87,19.10,1.62,32.40,14.00,24.10,1.37,18.70,2.24,4.86,2.34,0.01,0.82,0.12,54.00,43.50,62.40,54.00,22.60,61.00,22.50,39.00,31.00,45.70,43.40,40.40,16.10,0.00
0.28,3670.00,4430.00,9.21,27.10,42.00,2710.00,74.90,120.00,0.35,80.10,52.30,2630.00,25.30,50.00,3100.00,23.40,65.10,213.00,341.00,94.60,77.50,32.40,8.94,26.30,6.81,18.70,1.66,33.10,13.80,24.50,1.34,18.80,2.22,4.84,2.28,0.01,0.82,0.12,54.00,43.50,63.10,54.10,27.60,60.40,22.30,42.20,45.00,46.60,43.40,40.70,17.10,0.00
0.28,3660.00,4480.00,9.31,27.10,42.20,2710.00,75.40,120.00,0.35,80.30,50.80,2640.00,25.90,50.60,3100.00,21.80,65.10,213.00,341.00,94.60,77.60,32.40,8.94,26.30,6.81,18.70,1.66,33.10,13.80,24.50,1.34,18.80,2.22,4.84,2.28,0.01,0.82,0.12,54.00,43.50,63.40,53.50,27.70,62.10,22.30,42.20,40.60,47.90,43.20,41.20,20.70,0.00
0.22,3710.00,4520.00,9.37,27.30,42.20,2710.00,75.50,120.00,0.34,80.30,50.80,2630.00,24.40,50.30,3100.00,23.10,65.20,214.00,340.00,94.60,77.00,32.30,8.92,26.20,7.02,18.80,1.67,32.90,13.90,24.70,1.35,18.80,2.31,4.78,2.35,0.02,0.85,0.09,52.60,44.00,63.20,54.00,21.80,61.00,22.10,40.30,40.40,47.30,42.80,41.60,17.80,0.00
0.23,3700.00,4500.00,9.33,27.20,42.50,2700.00,74.60,120.00,0.34,80.00,51.10,2630.00,24.80,51.20,3100.00,23.70,65.10,212.00,340.00,94.60,77.00,32.30,8.92,26.20,7.02,18.80,1.67,32.90,13.90,24.70,1.35,18.80,2.31,4.78,2.35,0.02,0.85,0.09,52.60,44.00,63.30,54.20,21.60,61.40,22.00,40.40,41.50,49.40,42.80,41.50,16.30,0.00
0.23,3620.00,4490.00,9.30,26.70,42.40,2700.00,75.70,120.00,0.34,80.10,51.20,2630.00,26.20,50.00,3100.00,24.20,65.10,211.00,340.00,94.70,77.20,32.10,8.76,26.20,7.02,18.60,1.64,32.90,13.80,24.00,1.12,18.90,2.24,4.93,2.30,0.02,0.85,0.09,52.60,44.00,62.80,54.10,22.50,61.90,21.80,40.90,41.50,46.40,42.70,40.60,15.20,0.00
0.23,3630.00,4490.00,9.41,26.90,42.40,2700.00,75.00,120.00,0.34,80.20,49.30,2630.00,24.90,50.60,3100.00,21.70,65.10,211.00,340.00,94.80,77.30,32.10,8.76,26.20,7.02,18.60,1.64,32.90,13.80,24.00,1.12,18.90,2.24,4.93,2.30,0.02,0.85,0.09,52.60,44.00,62.50,54.20,22.70,60.30,22.00,41.10,35.90,47.80,42.40,40.80,21.10,0.00
0.25,3640.00,4530.00,9.30,26.60,42.00,2700.00,74.60,120.00,0.34,80.10,50.60,2630.00,23.80,50.00,3100.00,22.90,65.00,212.00,341.00,94.70,77.30,32.20,8.89,26.20,6.93,18.90,1.62,32.70,13.90,24.40,1.23,18.50,2.25,4.86,2.28,0.02,0.85,0.09,52.60,44.00,62.20,54.10,24.30,63.50,22.10,39.80,39.70,46.50,42.20,40.70,18.30,0.00
0.25,3640.00,4520.00,9.27,26.80,42.20,2710.00,74.90,120.00,0.33,80.20,49.90,2630.00,25.20,49.50,3100.00,22.40,65.00,211.00,341.00,94.70,77.40,32.20,8.89,26.20,6.93,18.90,1.62,32.70,13.90,24.40,1.23,18.50,2.25,4.86,2.28,0.01,0.85,0.10,53.30,43.50,62.20,54.30,24.50,62.20,22.00,40.10,37.70,45.40,42.80,40.60,19.50,0.00
0.24,3690.00,4480.00,9.35,27.30,42.00,2710.00,76.00,120.00,0.34,80.10,49.30,2630.00,25.70,49.80,3100.00,21.90,65.00,209.00,341.00,94.70,77.20,31.60,8.69,26.20,6.82,19.20,1.67,33.10,13.70,24.10,1.31,18.70,2.25,4.92,2.34,0.01,0.85,0.10,53.30,43.50,62.10,54.10,24.10,62.70,22.60,41.10,36.00,46.00,43.10,40.70,20.50,0.00
0.24,3670.00,4520.00,9.38,26.80,42.60,2710.00,74.30,120.00,0.35,80.00,50.00,2630.00,25.30,50.20,3100.00,22.70,65.00,211.00,340.00,94.70,77.00,31.60,8.69,26.20,6.82,19.20,1.67,33.10,13.70,24.10,1.31,18.70,2.25,4.92,2.34,0.01,0.85,0.10,53.30,43.50,62.40,53.50,24.10,61.40,22.00,40.70,38.10,47.00,43.00,41.20,18.80,0.00
0.30,3690.00,4450.00,9.40,26.80,42.50,2710.00,75.30,120.00,0.33,80.20,49.20,2640.00,25.20,50.50,3110.00,22.90,65.00,212.00,341.00,94.50,77.60,31.90,8.82,26.80,6.83,18.60,1.68,32.70,13.80,23.70,1.20,18.30,2.23,4.91,2.37,0.01,0.85,0.10,53.30,43.50,63.00,53.70,29.50,61.10,22.10,38.70,35.80,47.70,43.00,40.80,18.10,0.00
0.30,3670.00,4480.00,9.38,26.70,42.40,2710.00,75.00,120.00,0.33,80.20,48.90,2640.00,23.80,49.50,3110.00,22.80,65.10,212.00,341.00,94.60,77.60,31.90,8.82,26.80,6.83,18.60,1.68,32.70,13.80,23.70,1.20,18.30,2.23,4.91,2.37,0.01,0.85,0.10,53.30,43.50,63.50,53.40,29.30,63.90,22.00,38.90,34.80,45.40,43.10,41.10,18.50,0.00
0.27,3670.00,4500.00,9.36,27.10,42.10,2710.00,74.30,120.00,0.34,80.10,51.60,2640.00,24.60,51.00,3110.00,22.90,65.10,212.00,341.00,94.50,77.10,32.40,8.74,26.50,6.92,18.70,1.67,32.90,13.70,24.10,1.07,18.60,2.25,4.86,2.23,0.03,0.85,0.11,53.70,43.70,63.40,54.60,26.80,62.30,22.30,40.30,42.90,48.70,43.20,40.90,18.30,0.00
0.27,3660.00,4530.00,9.41,26.70,42.60,2710.00,74.40,120.00,0.34,79.90,50.10,2630.00,25.00,50.90,3110.00,22.60,65.00,212.00,341.00,94.60,77.10,32.40,8.74,26.50,6.92,18.70,1.67,32.90,13.70,24.10,1.07,18.60,2.25,4.86,2.23,0.03,0.85,0.11,53.70,43.70,63.50,54.20,26.70,60.60,21.70,40.60,38.30,48.60,43.30,41.20,18.90,0.00
0.23,3660.00,4490.00,9.27,27.00,42.50,2710.00,74.70,120.00,0.32,79.90,50.20,2640.00,21.90,50.70,3100.00,22.20,65.00,214.00,342.00,94.50,77.30,32.20,8.78,26.20,6.74,18.60,1.65,32.80,13.70,24.30,1.14,18.70,2.26,4.80,2.34,0.03,0.85,0.11,53.70,43.70,62.90,54.50,22.90,63.70,22.20,39.40,38.80,48.10,43.20,41.00,19.90,0.00
0.23,3640.00,4490.00,9.30,27.00,42.40,2710.00,74.30,120.00,0.33,80.00,49.90,2640.00,25.50,49.50,3110.00,23.20,65.00,213.00,341.00,94.80,77.30,32.20,8.78,26.20,6.74,18.60,1.65,32.80,13.70,24.30,1.14,18.70,2.26,4.80,2.34,0.03,0.85,0.11,53.70,43.70,63.10,54.50,22.90,61.90,22.20,39.10,37.70,45.30,43.40,41.00,17.60,0.00
0.25,3720.00,4520.00,9.25,26.80,42.60,2710.00,74.30,120.00,0.33,80.10,51.40,2640.00,23.70,50.90,3110.00,23.00,65.00,214.00,341.00,94.50,77.50,32.80,8.88,26.50,6.78,18.90,1.63,32.90,13.70,24.20,1.19,18.60,2.25,4.82,2.18,0.03,0.85,0.11,53.70,43.70,63.40,54.30,24.00,60.30,22.00,38.70,42.30,48.60,43.40,42.00,18.00,0.00
0.24,3710.00,4530.00,9.41,27.10,42.30,2710.00,76.20,120.00,0.33,80.30,51.00,2640.00,24.10,50.90,3110.00,22.60,65.10,215.00,341.00,94.50,77.50,32.80,8.88,26.50,6.78,18.90,1.63,32.90,13.70,24.20,1.19,18.60,2.25,4.82,2.18,0.02,0.86,0.09,53.40,44.90,63.40,54.20,24.10,60.50,22.50,39.00,41.00,48.50,43.50,41.30,19.00,0.00
0.18,3690.00,4490.00,9.37,27.10,42.50,2710.00,74.50,120.00,0.32,80.10,49.70,2640.00,22.50,50.00,3110.00,22.60,65.20,215.00,341.00,94.50,77.10,32.00,8.71,26.60,6.90,18.60,1.65,33.40,13.90,24.20,1.28,18.30,2.21,4.77,2.31,0.02,0.86,0.09,53.40,44.90,63.60,53.80,18.00,60.20,22.10,38.30,37.20,46.50,43.70,42.60,18.80,0.00
0.18,3680.00,4470.00,9.39,27.00,42.60,2710.00,74.80,120.00,0.32,80.00,50.10,2630.00,25.90,49.80,3100.00,22.60,65.10,216.00,341.00,94.60,77.40,32.00,8.71,26.60,6.90,18.60,1.65,33.40,13.90,24.20,1.28,18.30,2.21,4.77,2.31,0.02,0.86,0.09,53.40,44.90,63.80,54.10,17.80,60.10,22.10,37.90,38.40,46.00,43.70,41.10,19.00,0.00
0.27,3670.00,4530.00,9.44,27.10,42.20,2710.00,75.20,120.00,0.35,80.10,50.90,2630.00,25.50,47.00,3100.00,23.80,65.20,217.00,340.00,94.50,77.30,32.10,8.88,26.90,6.91,19.00,1.66,33.10,13.70,23.80,1.16,18.40,2.22,4.85,2.30,0.02,0.86,0.09,53.40,44.90,63.00,54.30,26.10,60.50,22.10,41.50,40.60,39.50,43.70,41.10,16.20,0.00
0.27,3660.00,4520.00,9.38,26.90,42.40,2710.00,76.30,120.00,0.35,80.00,48.60,2630.00,25.50,49.00,3100.00,22.20,65.20,216.00,341.00,94.60,77.10,32.10,8.88,26.90,6.91,19.00,1.66,33.10,13.70,23.80,1.16,18.40,2.22,4.85,2.30,0.02,0.86,0.09,53.40,44.90,63.10,54.50,26.10,60.10,21.90,41.50,34.00,44.20,44.00,40.80,19.90,0.00
0.26,3660.00,4480.00,9.35,27.00,42.50,2700.00,74.40,120.00,0.32,79.90,48.90,2630.00,24.40,51.60,3100.00,22.70,65.10,218.00,340.00,94.60,76.90,31.90,8.86,26.30,6.96,18.80,1.65,33.20,13.70,24.00,1.37,18.60,2.24,4.89,2.27,0.01,0.85,0.10,53.70,43.50,63.10,53.80,25.20,63.10,21.80,38.20,34.80,50.20,44.10,41.50,18.70,0.00
0.26,3650.00,4500.00,9.43,27.10,42.40,2710.00,74.90,120.00,0.32,79.90,51.00,2640.00,25.50,49.80,3100.00,23.40,65.10,219.00,341.00,94.60,77.30,31.90,8.86,26.30,6.96,18.80,1.65,33.20,13.70,24.00,1.37,18.60,2.24,4.89,2.27,0.01,0.85,0.10,53.70,43.50,63.20,53.50,25.40,61.40,22.10,38.20,41.00,46.10,44.10,40.90,17.10,0.00
0.28,3660.00,4490.00,9.37,26.90,42.00,2710.00,74.60,120.00,0.33,80.00,49.50,2640.00,25.00,50.20,3110.00,22.50,65.10,219.00,341.00,94.60,77.20,31.90,8.74,26.70,6.86,18.90,1.68,32.70,13.70,24.30,1.30,18.40,2.26,4.84,2.31,0.01,0.85,0.10,53.70,43.50,62.50,54.10,27.40,62.70,22.50,38.60,36.70,46.90,44.40,41.60,19.30,0.00
0.28,3640.00,4510.00,9.36,26.80,42.40,2710.00,75.00,120.00,0.33,80.00,49.80,2640.00,25.80,47.70,3110.00,23.60,65.10,217.00,342.00,94.60,77.50,31.90,8.74,26.70,6.86,18.90,1.68,32.70,13.70,24.30,1.30,18.40,2.26,4.84,2.31,0.01,0.85,0.10,53.70,43.50,62.90,53.80,27.30,60.30,22.40,38.60,37.60,41.20,44.70,40.90,16.50,0.00
0.27,3710.00,4510.00,9.32,26.40,42.10,2710.00,75.30,120.00,0.32,80.10,49.10,2640.00,23.80,50.10,3110.00,22.80,65.20,219.00,341.00,94.60,77.10,32.40,8.91,26.60,6.97,19.10,1.64,33.20,13.70,24.00,1.12,18.60,2.26,4.87,2.17,0.01,0.85,0.10,53.70,43.50,62.60,53.60,27.30,62.40,22.20,38.00,35.40,46.80,44.80,40.80,18.50,0.00
0.28,3660.00,4500.00,9.34,26.60,42.40,2710.00,75.00,120.00,0.32,80.00,49.40,2640.00,24.50,49.60,3110.00,22.70,65.20,221.00,341.00,94.50,77.60,32.40,8.91,26.60,6.97,19.10,1.64,33.20,13.70,24.00,1.12,18.60,2.26,4.87,2.17,0.02,0.85,0.12,53.80,44.50,63.40,53.70,27.00,61.40,22.20,37.70,36.40,45.60,44.70,40.90,18.70,0.00
0.23,3630.00,4470.00,9.35,27.00,42.30,2710.00,76.00,120.00,0.33,80.10,52.00,2640.00,24.80,48.50,3110.00,23.30,65.30,220.00,342.00,94.70,77.30,31.80,9.03,26.40,6.88,18.80,1.61,33.10,13.80,24.80,1.29,18.60,2.25,4.73,2.24,0.02,0.85,0.12,53.80,44.50,62.90,53.60,23.10,61.80,22.60,38.40,44.10,43.20,44.90,41.30,17.40,0.00
0.23,3650.00,4500.00,9.33,26.90,42.10,2710.00,75.70,120.00,0.33,80.10,49.80,2640.00,26.60,51.60,3110.00,22.40,65.30,221.00,342.00,94.60,77.40,31.80,9.03,26.40,6.88,18.80,1.61,33.10,13.80,24.80,1.29,18.60,2.25,4.73,2.24,0.02,0.85,0.12,53.80,44.50,62.50,53.20,23.00,61.50,22.50,38.40,37.50,50.30,45.00,41.50,19.50,0.00
0.29,3660.00,4520.00,9.38,26.90,42.50,2710.00,74.80,120.00,0.33,79.90,51.50,2640.00,23.70,49.20,3110.00,22.70,65.30,219.00,342.00,94.60,77.00,32.50,8.85,26.80,6.79,18.90,1.63,32.60,13.80,23.70,1.45,18.40,2.27,4.80,2.25,0.02,0.85,0.12,53.80,44.50,63.10,53.70,28.90,59.00,22.40,39.00,42.60,44.60,45.30,41.30,18.70,0.00
0.29,3670.00,4480.00,9.36,27.10,42.30,2710.00,74.70,120.00,0.33,79.90,50.50,2640.00,27.00,51.00,3110.00,23.30,65.30,223.00,342.00,94.60,77.30,32.50,8.85,26.80,6.79,18.90,1.63,32.60,13.80,23.70,1.45,18.40,2.27,4.80,2.25,0.02,0.85,0.12,53.80,44.50,63.00,54.20,29.00,60.40,22.70,39.10,39.70,48.90,45.10,41.40,17.30,0.00
0.23,3690.00,4440.00,9.37,26.90,42.10,2710.00,75.00,120.00,0.33,80.10,51.00,2640.00,23.60,50.70,3110.00,22.90,65.30,224.00,342.00,94.50,77.50,32.70,8.86,26.20,6.92,18.10,1.66,32.90,13.90,23.60,1.21,18.40,2.27,4.85,2.25,0.01,0.85,0.09,53.70,44.20,63.50,54.40,22.20,62.40,22.80,39.00,41.00,48.20,45.20,41.60,18.30,0.00
0.23,3700.00,4480.00,9.30,26.90,42.50,2710.00,75.60,120.00,0.33,80.00,52.60,2640.00,25.60,49.10,3110.00,22.80,65.30,223.00,342.00,94.60,77.00,32.70,8.86,26.20,6.92,18.10,1.66,32.90,13.90,23.60,1.21,18.40,2.27,4.85,2.25,0.01,0.85,0.09,53.70,44.20,63.40,53.90,22.20,62.70,22.40,38.80,45.70,44.40,45.40,41.30,18.40,0.00
0.19,3640.00,4550.00,9.37,26.70,42.20,2710.00,74.50,120.00,0.34,79.70,50.30,2630.00,24.60,51.50,3110.00,23.80,65.30,223.00,341.00,94.50,76.70,32.10,9.04,26.40,6.70,18.40,1.66,33.10,13.70,24.10,1.25,18.60,2.29,4.73,2.28,0.01,0.85,0.09,53.70,44.20,63.20,55.10,19.30,60.50,22.00,40.60,38.90,49.90,45.60,40.90,16.20,0.00
0.20,3660.00,4600.00,9.32,27.00,42.40,2710.00,74.90,120.00,0.34,79.90,49.60,2640.00,23.50,50.30,3100.00,22.50,65.30,223.00,342.00,94.70,77.40,32.10,9.04,26.40,6.70,18.40,1.66,33.10,13.70,24.10,1.25,18.60,2.29,4.73,2.28,0.01,0.85,0.09,53.70,44.20,62.90,54.60,19.00,60.30,22.70,40.80,37.00,47.10,45.70,41.20,19.10,0.00
0.25,3690.00,4550.00,9.39,26.80,42.10,2710.00,74.90,120.00,0.31,80.00,49.80,2640.00,26.20,51.20,3110.00,21.60,65.30,226.00,342.00,94.50,77.10,32.10,8.87,26.40,6.93,18.90,1.67,33.20,13.70,24.00,1.21,18.30,2.27,4.90,2.29,0.01,0.85,0.09,53.70,44.20,64.40,54.50,24.60,62.00,22.40,37.80,37.60,49.40,45.60,41.60,21.30,0.00
0.25,3700.00,4500.00,9.47,27.10,42.50,2710.00,74.80,120.00,0.32,80.00,50.40,2640.00,25.20,50.70,3110.00,23.00,65.40,224.00,341.00,94.50,77.60,32.10,8.87,26.40,6.93,18.90,1.67,33.20,13.70,24.00,1.21,18.30,2.27,4.90,2.29,0.01,0.83,0.10,53.10,44.20,64.20,55.10,24.70,59.60,22.10,37.50,39.20,48.20,46.00,41.20,18.00,0.00
0.25,3650.00,4460.00,9.23,26.70,42.00,2710.00,74.10,120.00,0.32,80.30,51.20,2640.00,23.60,48.80,3110.00,23.20,65.40,225.00,341.00,94.30,77.20,32.10,8.94,26.80,6.89,18.80,1.67,32.70,13.70,24.30,1.39,18.00,2.22,4.82,2.22,0.01,0.83,0.10,53.10,44.20,63.10,54.50,24.80,62.30,22.30,37.40,41.50,43.80,46.10,41.90,17.60,0.00
0.25,3660.00,4550.00,9.26,27.10,42.30,2710.00,75.10,120.00,0.32,80.10,51.70,2640.00,25.10,50.30,3110.00,23.10,65.50,225.00,341.00,94.60,77.10,32.10,8.94,26.80,6.89,18.80,1.67,32.70,13.70,24.30,1.39,18.00,2.22,4.82,2.22,0.01,0.83,0.10,53.10,44.20,63.00,53.40,24.50,61.10,22.30,37.30,43.10,47.30,46.30,41.10,17.80,0.00
0.25,3660.00,4540.00,9.47,27.10,42.30,2710.00,75.10,120.00,0.32,80.00,50.50,2640.00,25.30,51.60,3110.00,22.90,65.50,227.00,341.00,94.50,77.10,32.60,8.72,26.60,7.06,19.00,1.65,33.20,13.60,24.50,1.13,18.30,2.27,4.84,2.27,0.01,0.83,0.10,53.10,44.20,63.30,53.70,24.70,57.90,22.50,38.10,39.50,50.20,46.40,41.10,18.20,0.00
0.25,3670.00,4490.00,9.24,27.00,42.40,2710.00,75.20,120.00,0.32,79.80,51.80,2640.00,26.50,50.50,3100.00,21.70,65.50,229.00,341.00,94.60,76.90,32.60,8.72,26.60,7.06,19.00,1.65,33.20,13.60,24.50,1.13,18.30,2.27,4.84,2.27,0.01,0.83,0.10,53.10,44.20,63.20,54.30,24.80,62.50,22.50,38.30,43.30,47.80,46.30,41.20,21.20,0.00
0.21,3620.00,4490.00,9.18,26.80,42.50,2710.00,75.90,120.00,0.31,79.80,49.60,2640.00,24.70,49.50,3100.00,22.70,65.50,228.00,342.00,94.80,76.90,32.50,8.89,26.40,6.87,18.70,1.72,32.80,13.90,24.50,1.37,18.90,2.24,4.82,2.22,0.02,0.85,0.11,54.30,44.40,62.30,53.80,20.60,61.20,22.60,35.50,37.00,45.30,46.00,40.60,18.90,0.00
0.21,3610.00,4520.00,9.40,26.80,42.40,2710.00,74.90,120.00,0.31,79.80,51.10,2640.00,25.90,50.80,3100.00,23.10,65.40,226.00,341.00,94.80,77.30,32.50,8.89,26.40,6.87,18.70,1.72,32.80,13.90,24.50,1.37,18.90,2.24,4.82,2.22,0.02,0.85,0.11,54.30,44.40,62.50,53.40,20.40,60.20,22.50,35.50,41.30,48.40,46.10,40.40,17.90,0.00
0.22,3680.00,4520.00,9.48,27.00,42.40,2710.00,74.90,120.00,0.34,79.90,48.90,2640.00,24.80,50.90,3110.00,22.80,65.40,226.00,341.00,94.80,77.40,32.30,8.85,26.90,7.03,18.90,1.66,32.90,13.80,24.40,1.16,18.80,2.26,4.83,2.25,0.02,0.85,0.11,54.30,44.40,62.80,54.10,21.10,60.40,22.10,40.80,34.90,48.60,46.00,40.90,18.50,0.00
0.21,3650.00,4490.00,9.45,27.10,42.40,2710.00,75.30,120.00,0.34,80.10,49.30,2640.00,26.10,49.90,3110.00,22.80,65.40,224.00,341.00,94.60,77.30,32.30,8.85,26.90,7.03,18.90,1.66,32.90,13.80,24.40,1.16,18.80,2.26,4.83,2.25,0.02,0.85,0.11,54.30,44.40,63.40,54.40,21.30,60.10,22.50,41.10,35.90,46.30,46.10,41.00,18.60,0.00
